des_id, sight_id, name, num_comment, description,summary, phone, site, duration, open_time, location
10564, 7524142, 格尔底寺, 93, 大殿里供奉有经历了300多年仍栩栩如生的五世格尔登活佛的肉身灵体,郎木寺镇四川境内的寺庙称作“格尔底寺”，格尔底寺有经历了300多年仍栩栩如生的五世格尔登活佛的肉身灵体，可以近距离瞻仰。四川格尔底寺大多则为银顶，比较简朴，因地势低几乎与镇上民居混为一体，寺后是纳摩峡谷，白龙江源头就在峡谷里。在13:00-3:00和17:30-21:00之间有辩经，值得一看。, 0941-8225353, , 1天, 08:00-17:00(1月1日-12月31日周一-周日), 四川省阿坝藏族羌族自治州若尔盖县格尔底寺251号(位于四川、甘肃交界线旁，紧靠碌曲县郎木寺镇)
10564, 5959857, 达扎寺, 52, 寺内珍藏有金汁抄写的《般若经》等珍贵经典,达扎寺是一个格鲁派（黄教）寺院，融合了汉藏两个民族的建筑特色，寺院宏伟高大。寺内有一个图书馆和展览厅，图书馆内馆藏非常多的古老经卷；大殿外的佛塔边可以看到附近的藏民在此虔诚地转塔祈福，还有来礼佛的藏民磕长头。爬到达扎寺后院的山顶上能够俯瞰若尔盖县城全景，日落黄昏的时候景色最为美丽。达扎寺院已对外开放，寺院有专门解说员，能用标准的普通话和英语对院内建筑、文物逐一进行介绍，为游客能直接简易地了解神秘的宗教文化提供了方便。值得一提的是，寺院的两位活佛还在寺内散养了一些梅花鹿，它们不怕人而且有的脾气大，不高兴就会踢人，所以一看它们有不高兴的兆头就赶紧溜之大吉吧。, , , 1-3小时, 全天(1月1日-12月31日周一-周日), 四川省阿坝藏族羌族自治州若尔盖县达扎寺镇
10510, 15408, 折多山, 1233, 山路弯曲，翻过折多山后才是真正的藏区。,折多山被称为“康巴第一关”，因自二郎山隧道贯通后，折多山便成了川藏线上的第一座具有挑战性的高山。折多山是重要的地理分界线，过了折多山后才算是进入真正意义上的藏区。折多山的盘山公路是名副其实的“九曲十八弯”，遇下坡路段一定要注意减速慢行，避免发生意外。318国道在这里穿过了4298米的垭口后一路下行就进入了摄影家的天堂——新都桥。, 028-85316020, , 3小时以上, 全天, 四川省甘孜藏族自治州康定市折多山
10510, 6018060, 新都桥镇, 1427, 好摄之徒聚集地，可拍到绝美风景照,新都桥海拔约3300米，并没有突出的标志性景观，但沿线10余公里被称为“摄影家走廊”。地处在公路318国道南、北线分叉路口；山峦连绵起伏，藏寨散落其间，川西的平原风光美不胜收。藏式民居极有特点，有很宽敞的白墙院子和朱漆大门，窗檐上用红、黑、白等色彩描绘着象征人丁兴旺、五谷丰登之意的日月或三角形图案。因新都桥的风景在沿途，尤其是折多山到新都桥一段和新都桥到塔公一段；自助游新都桥建议包车，随时可停车。, , , 3小时以上, 全天, 四川省甘孜藏族自治州康定市新都桥镇
10510, 6018048, 塔公草原, 779, 距康定最近的一个纯牧区草原，可看热闹的赛马会,这是距康定最近的一个纯牧区草原，每年6月下旬至8月初，是塔公草原最美丽，最热闹的季节，幸运的话还能赶上盛大的传统赛马会。有些人认为这就是个草坝子，意思不大，但在摄影者的眼中，这是一处令人惊喜的取景地。塔公沿路野花尽享盛放，绿茵茵的草地上偶尔有白底蓝色图案的账蓬随意地支着，可能还会有牦牛、马或羊等悠闲吃草的身影闯进视野里，你的心情也会变得明朗而随意起来。塔公寺是塔公草原的重要组成部分，寺后面有三座山脉，山上有嘛尼经幡组成的三角形或四方形的众多旗阵，在风中招展，密密麻麻，尽管各种色彩在风雨中已丧失了曾经的艳丽，但不影响藏民的虔诚。据说经幡是由风读经于佛祖之耳。那是藏传佛教宗事部三怙山的三座神山。, , , 3小时以上, 全天(1月1日-12月31日周一-周日), 四川省甘孜藏族自治州康定市塔公乡政府北侧
10510, 6326006, 木格措景区, 645, 川西北最大的高山湖泊，湖景一日多变,木格措又称“野人海”，也名“大海子”，是川西北最大的高山湖泊之一。这里海拔3700米，四周有群山森林，红海、黑海、白海等几十个小海子围绕，犹如众星捧月。木格措一日四时景，早晚不同天。清晨，雾锁海面，银龙般的云雾在水面翻卷，出现“双雾堕海”的动人景观。午后微风指面时，海面上“无风三尺浪，翻卷千堆雪”，下午海子周围的沙滩呈现一片耀眼的金黄色。天气晴好时，眺望远处的雪山，会有种圣洁仙境的感觉。, 028-85444922;0836-2828218, http://www.kangdingqingge.cn/index.php/Wap, 3小时以上, 07:30-16:30(旺季)(4月1日-11月30日周一-周日)08:00-16:30(淡季)(12月1日-次年3月31日周一-周日), 四川省甘孜藏族自治州康定市雅拉乡王母村康定情歌(木格措)风景区
10510, 5429912, 磨西古镇, 586, 历史悠久的古镇，拥有众多明清古建筑，通往海螺沟必经之处,磨西古镇位于甘孜州泸定县南部，地处贡嘎山风景区东坡，海螺沟冰川森林公园入口处，属海螺沟风景名胜区外围保护地带，是海螺沟名胜风景区的旅游接待基地和入口，磨西镇到海螺沟步行约10分钟。磨西镇距成都约304公里，距泸定52公里，距康定约70公里，现已建成磨西至康定的公路，游完海螺沟可直接到康定游览高原名城。磨西古镇历史悠久，尽管岁月沧桑，人们从它众多的明清古建筑中也能窥探出其久远的历史痕迹，古老的建筑依中旧保存着那份凝重。在磨西镇仍然保留着法国人修建的天主教堂和1935年毛泽东等中央领导人率领红军路经的宿营地。还有一个哥特式教堂，由法国传教士主持修建，它所传出的礼拜祷告钟声已回响了一个世纪。顺着磨西镇老街往北，跨过横直街十字路口200米，路的右边有一个观音庙，小小的寺庙中有一棵一千八百年的古杉，这的香火很旺，有时间也可以去看看。, 0836-00000, , 1天, 全天(1月1日-12月31日周一-周日), 四川省甘孜藏族自治州泸定县磨西镇
11327, 5429912, 磨西古镇, 586, 历史悠久的古镇，拥有众多明清古建筑，通往海螺沟必经之处,磨西古镇位于甘孜州泸定县南部，地处贡嘎山风景区东坡，海螺沟冰川森林公园入口处，属海螺沟风景名胜区外围保护地带，是海螺沟名胜风景区的旅游接待基地和入口，磨西镇到海螺沟步行约10分钟。磨西镇距成都约304公里，距泸定52公里，距康定约70公里，现已建成磨西至康定的公路，游完海螺沟可直接到康定游览高原名城。磨西古镇历史悠久，尽管岁月沧桑，人们从它众多的明清古建筑中也能窥探出其久远的历史痕迹，古老的建筑依中旧保存着那份凝重。在磨西镇仍然保留着法国人修建的天主教堂和1935年毛泽东等中央领导人率领红军路经的宿营地。还有一个哥特式教堂，由法国传教士主持修建，它所传出的礼拜祷告钟声已回响了一个世纪。顺着磨西镇老街往北，跨过横直街十字路口200米，路的右边有一个观音庙，小小的寺庙中有一棵一千八百年的古杉，这的香火很旺，有时间也可以去看看。, 0836-00000, , 1天, 全天(1月1日-12月31日周一-周日), 四川省甘孜藏族自治州泸定县磨西镇
11327, 6929774, 海螺沟冰川森林公园-雅家埂红石滩, 664, 全世界独一无二的奇观，被誉为“世界的红石公园”,雅家梗位于康定老榆林和海螺沟磨西镇之间，雅家埂两河口地带的红石滩是世界上规模较大的红石滩之一，是海螺沟周边观赏红石滩的最佳去处（燕子沟也有红石滩）。从磨西镇到康定的途中，红石沿途都是，最大的红石滩在半山路边，无需门票就能观赏到。这里的红石面积广，颜色鲜红，顺着山谷延绵不绝，气势宏伟。冰川河岸上的每一块石头都被披上了一件件红色外衣，红石在河流两旁堆积，成群的红石变成一种流动的红色，与清洌的流水相伴顺流而下。若10-11月期间去，沿途都是满山的红叶，煞是美丽。这里最好的拍摄地点就是《画壁》中孙俪和邓超站的红石林中，站在其中，仿佛能够感受到大自然的神奇。观赏时间尽量选择在中午时分最好，能见度比较高；还可在红石滩观景台看日落，上面是成排的雪山，中间是五色的林海，下面是成片的红石滩，非常壮观。, 0836-3268893, http://gzzta.com.cn/lyjq_desc-100517751.html, 3小时以上, 08:00-18:00(1月1日-12月31日周一-周日), 四川省甘孜藏族自治州泸定县
11327, 6583380, 贡嘎雪山, 509, 贡嘎雪山主峰海拔7556米，峰项平台终年被冰雪覆盖，是我国最独特的冰川奇观之一。被《中国国家地理》评价为“美丽得让人感到空气都凝固了”的雪山 。,贡嘎山座落在青藏高原东部边缘，在横断山系的大雪山中段，位于大渡河与雅砻江之间。“贡嘎山”，藏语意为“最高的雪山”，主峰海拔7556米，峰项平台终年被冰雪覆盖，是我国最独特的冰川奇观之一。雪线以下的山谷和山坡被茂密的原始森林所覆盖，森林环抱、湖水清澈，永远保持原始、秀丽的自然风貌。以贡嘎山为中心，这里有海螺沟、燕子沟、木格措、贡嘎寺、五须海、贡嘎南坡等景区。这里是极受登山爱好者青睐的名山，徒步或是骑行，都会在这圣洁的神山中，找到内心的宁静。, 0836-3268893, , 1天, 08:00-17:00；停止入场时间:14:00(1月1日-12月31日周一-周日), 四川省甘孜藏族自治州泸定县贡嘎山
11327, 6326446, 燕子沟风景区, 105, 山上景色变化万千，特色是冰川、红石滩和森林公园,燕子沟位于世界极高山之一贡嘎山东坡，是海螺沟的姊妹沟，就在从磨西镇前往雅家梗的路上，它又称“贡嘎红石之谷”。原本有20公里长的壮观红石滩，由于2011年的泥石流将此冲毁，目前只有小规模的红石滩了。但这的红石颜色更红，非常好看。除了红石滩以外，景区主要景点包括天药水坪、定海神针、红石滩、羚牛坪、燕子岩、冰窖口、坛城、药王庙、圣德拉曼扎、黑石窖、海子凼以及贡嘎主峰观景台等。景点之间都有接驳车，方便观赏，这一路下来，你一定可以感受到别样的美景。燕子沟里没有住宿，有专车从磨西镇往返，在沟内游玩一天就足够了。, 0836-3267555, http://www.yanzigou.com.cn/, 1天, 08:30-17:00(1月1日-12月31日周一-周日), 四川省甘孜藏族自治州泸定县磨西镇新兴乡（毗邻海螺沟）
11327, 5434946, 贡嘎神汤温泉, 51, 泡汤赏雪，别有一番韵味,贡嘎神汤位于白雪皑皑的贡嘎雪峰脚下，属于地质冰川温泉。泉水温度普遍在40-80℃之间，更有水温高达90℃的沸泉，足可以沏茶、煮鸡蛋。各式温泉池和疗养泉，为游客充分提供了多样的选择，富有医用价值的沸泉水更是对多种皮肤病有一定的疗养作用。, 0836-3262298;0836-3262299, http://www.hailuogou.com/, 1-3小时, 08:00-23:00(1月1日-12月31日周一-周日), 四川省甘孜藏族自治州康定市泸定 磨西镇海螺沟共和村5组 ，近海螺沟景区入口、海螺沟温泉一号营
10323, 2494961, 青城山, 2182, 四川有名的避暑胜地，素有“青城天下幽”之称,位于都江堰西部，是道教发祥地之一，素有“青城天下幽”之称。分为前山、后山两个景区，多数游客去的都是前山，后山更适合登山爱好者。前山面积较小，几乎百步就可看到一座宮观，在茂密的植被覆盖下古典而神秘。后山面积较大，保持了相当原始的风貌，宫殿香火虽不如前山，但更加清幽洁净。, 028-87111907;028-87288159, http://www.djy517.com/, 1天, 08:00-17:00(1月1日-12月31日周一-周日), 四川省成都市都江堰市青城山路青城山
10323, 6326129, 映秀地震遗址, 573, 遗迹只是对原来摧毁建筑的加固支撑，大多数情景都保留了原始状态,--汶川地震中映秀镇是震中和重灾区，全镇大部分房屋倒塌，到处山体滑坡，造成停水、停电，通讯、交通中断。--遗址主要包括介绍地震的纪念馆和旋口中学地震遗址，遗迹只是经过对原来摧毁建筑的加固支撑，大多数情景都最大限度保留了原始状态。--在映秀镇路口，矗立着一块写着“5.12震中映秀”几个大字的巨大石头，这块巨石是地震时山体崩裂滚下来的，如今成为映秀的标志性路牌。, , , 1小时以下, 全天(1月1日-12月31日周一-周日), 四川省阿坝藏族羌族自治州汶川县映秀镇
10323, 6737998, 赵公山, 193, ,赵公山是青城山的主峰，位于都江堰城区西侧，是户外徒步爱好者的理想登山之地。登山有两条线路西线：起点是群益村，可以在茶店子客运站乘坐前往水磨的大巴车。在曾家沟大桥下。联系当地包车司机。到登山点是50元一车。也可以在都江堰快铁站包车到登山点，一般是150元一车。西线难度比东线小。平均速度在2小时左右。有成型的木枝路。冬季需要冰爪。东线：起点是龙凤村。一般需时4.5小时（不负重）。山脚到半山腰的庆云寺大概要2小时，庆云寺到赵公庙大概需时2.5小时。登山的路大致分三段，第一段为石板路，比较好走；第二段为烂泥路，遇见下雨天非常滑，最好借助登山手杖(木枝)登山或下山；第三段为木枝路，比较好走。冬季登山需用雪爪才能上山。赵公庙有通铺，也可自己带睡袋帐篷。山顶食宿（晚饭+住宿+早饭）大概30元。可自己带食物上山加工。山顶温差大，晚上需要加厚衣服。下山大概需时三个半小时。在山顶可俯瞰都江堰城全景，当夜晚万家灯火之时十分美丽。, 028-87211179, http://www.chinazgs.com/, 1天, 全天(1月1日-12月31日周一-周日), 四川省成都市都江堰市玉堂镇境内
10323, 6952751, 漩口中学地震遗址, 209, ,2008年5月12日14点28分，汶川发生8级特大地震。强烈地震使位于震中漩口中学蒙受巨大损失。2008年5月12日14点28分，我国汶川发生8级特大地震。强烈地震使位于震中漩口中学蒙受巨大损失，中学共有学生1527人，教师133人。在大地震中43名学生、8名教师、2名职工、2名家属遇难，27名学生2名教师重伤。, , , 1-3小时, 全天(1月1日-12月31日周一-周日), 四川省阿坝藏族羌族自治州汶川县映秀镇(近莞香广场)
10323, 31013, 映秀镇, 199, ,, , , , 全天(1月1日-12月31日周一-周日), 四川省阿坝藏族羌族自治州汶川县
12112, 5429367, 碧峰峡, 367, 与萌宠熊猫一起，感受自然峡谷风光,国家4A级旅游景区。因林木葱茏、四季青碧而得名。传说是补天英雄女娲所化而成，景区内60多个景点均与女娲有关，颇为神秘。碧峰峡风景区由两条峡谷构成，左峡谷长7公里，右峡谷长6公里，呈V字型，是一个封闭式的可循环游览景区。碧峰峡景区包含黄龙峡、天仙桥、天然盆景、千层岩瀑布、白龙潭瀑布、女娲池、滴水栈道、雅女园等众多景点。景区内有大熊猫基地，集科研、繁殖、旅游多功能为一体，分为白熊坪、幼儿园和海归大熊猫乐园三个展示参观区。, 0835-2318091, http://www.bifengxia.com/, 3小时以上, 08:00-16:00(风景区（夏季）)，08:30-16:00(风景区（东季）)(1月1日-12月31日周一-周日), 四川省雅安市雨城区碧峰峡镇碧峰峡景区
12112, 5423890, 牛背山, 360, 能看到气势磅礴的雪山、云海、佛光，被称为“中国最大的观景平台”,牛背山因山顶悬崖有巨石突出酷似牛头，山脊细长貌似牛背而得名，被称为“中国最大观景台”。牛背山的云海，浓密而均匀，壮阔而平缓，随处可见的瀑布云犹如阿凡达中“哈利路雅山”，让人感觉踏步于空中。站在山顶不仅能观赏到蜀山之王的全貌，峨眉山、四姑娘山和二郎山等天府之国名山峻岭尽收眼底，运气好的话还能看到日照金山。牛背山上的住宿还算方便，有很多藏族人搭建的大帐篷可以住宿，山上条件相对恶劣。出发去牛背山前，一定要提前咨询客栈是否能开车上山，如果遇上山顶积雪路面结冰问题，车在“云海人家”就会停止，需徒步2-3小时上山。, , http://www.yjnbs.com/, 1天, 全天(1月1日-12月31日周一-周日), 四川省雅安市荥经县
12112, 185045, 上里古镇, 375, 四川“历史文化名镇”，被列为省内十六古镇之一。,上里古镇地处雅安北部，这里是红军长征北上的过境地，也是昔日“南方丝绸之路”上，临邛古道进入雅安的重要驿站。小滇依山傍水，田园小丘，木屋为舍。现仍保留着许多明洁风貌的吊脚楼式建筑，以及形式各异的古代、近代拱桥。著名的景点有"双孝节"牌坊、韩家大院、白马泉等。上里古镇没有那么多的商业元素在里面，人不多，比较安静。另外，雅安另一个著名风景区碧峰峡位于下里，到上里旅游也可以把碧峰峡串起来一起玩。旅游摄影景点推荐：1风格各异的桥文化2、独特的牌坊文化。古须内尚存有3座石牌坊，即省级保护单位“双节孝”石牌坊；市级文化保护单位陈氏“九世同居”和陈氏“贞节”牌坊。3、罕见有趣的泉文化。白马泉、喷珠泉是古海域内独特的风景区，也是迄今为止四川省境内最为奇特的风景区之一。并与济南市的“钓突泉”齐名。4、栩栩如生的塔文化。上里的古塔分为文峰塔(又称字库)、建桥塔、药王塔和舍利塔。5、工艺精湛的建筑群。全镇座落四处韩家大院，整个建筑物的门、窗、枋、檐皆以浮雕、镂空雕和镶嵌雕刻作装饰。具有极高的价值和精湛的工艺。, 0835-2327119, http://www.slgz.org.cn/, 3小时以上, 全天(1月1日-12月31日周一-周日), 四川省雅安市雨城区
12112, 5439357, 二郎山喇叭河旅游景区, 91, ,二郎山喇叭河地处雅安市市天全县境内，二郎山脚下的喇叭河景区西连康定、泸定，北靠宝兴，距离成都200公里，是国道318线和“川西黄金旅游环线”上的重要节点，地理位置优越，是我国极具代表性的山地旅游景区。喇叭河是野生珍稀动植物天然基因库，贝母山岩壁绵亘十余里，高数百丈，雄伟壮丽。大峡一线天青蜂相对，飞瀑临空。喇叭河跌水群掩映在幽谷之中，在索索棚沟、鹿子沟、磨房沟、银厂坪等处，可观百牛(牛羚)舔硝、群鹿(水鹿)戏水，颇为壮观，情趣盎然；林间可见群猴嬉戏、雉鸟飞舞；杜鹃林五彩缤纷；由珙桐、连香树、水青树、多种槭树溷交组合的"四珍林"，构成优美的森林景观。区内堪称绿色宝库、动物乐园。喇叭河作为国家4A级景区，地处世界自然遗产“四川大熊猫栖息地”内，地质古老、地貌奇特、动植物分布完整、南北曲径混杂，景区内群山相连、秀峰林立、飞瀑流泉、跌水海子应有尽有，被命名为“四川省生态旅游示范区”和“国家森林公园”，素有“中国二郎山、野趣喇叭河”之称，素以野生水鹿观赏、滑水项目、秋季赏红叶等久负盛名。景区内国家珍惜保护品种众多，已知公园内有维管束植物68科380属1500多种，脊椎动物206种。属国家重点保护珍稀树种有珙桐（国家一级）、水青树、连香树、楠木、银杏等18种之多，其中连香树属国家二级保护树种，树态优美苍劲有力，有的已有上百年历史，而且是印制人民币的必备材料。属国家一、二级保护动物有大熊猫（国宝）、扭角羚、金丝猴、金钱豹、绿尾红雉、红腹角雉、小熊猫、水鹿、林麝、短尾猴、猕猴、鸳鸯等32种之多。景区是野生珍惜动植物的天然基因库，景区内群山相连、秀峰林立、飞瀑流泉，跌水海子、应有尽有。, 0835-5995999;0835-5995555, http://www.labahe.com/, 1天以上, 08:00-18:00(1月1日-12月31日周一-周日), 四川省雅安市天全县二郎山喇叭河景区
12112, 6789069, 硗碛藏寨·神木垒景区, 139, ,, 0835-6868999, , 3小时以上, 08:30-17:00(1月1日-12月31日周一-周日), 四川省雅安市宝兴县硗碛藏族乡
11630, 6327161, 泸山邛海风景区, 1096, 可荡舟尝湖鲜，或骑自行车环湖观景,邛海是四川第二大淡水湖，盛产鱼虾，是有名的天然渔场，亦是当地人最爱度周末的后花园。目前邛海被规划为国家湿地公园，景区内主要包括观鸟岛、梦里水乡、烟雨鹭洲和西波鹤影等几大区域。海边坐在月亮上的少女雕塑是小镇的标志性建筑，经过邛海公园可达观海湾区域，早操可俯瞰整个邛海。不论是在湖边住上一个周末，荡舟尝湖鲜，还是租辆自行车环湖一周都是不错的体验。, 0834-3952075;0834-3950716, , 3小时以上, 全天, 四川省凉山彝族自治州西昌市邛海泸山景区
11630, 6327168, 泸山, 265, 拥有西南地区最长的槽式滑道，山顶可俯瞰邛海和西昌城,--泸山与邛海景区相连，被誉为“川南胜境”，两者可串联游览。一天便可上下，适合喜欢登山的蜂蜂。--山间有佛、道、儒等多种宗教并存千年，山脚下有集中展示彝族历史文化的彝族奴隶社会博物馆，山上有香火很旺的光福寺。--这里还有西南地区最长的槽式滑道，俗称“旱地雪橇”，高速滑下，非常刺激。到达山顶的观光露台可俯瞰邛海和西昌城。--登山途中还有可能遇到野猴群，到时候便可和野生动物来此亲密接触。, 0834-2199911, http://www.xcqhls.cn/, 1-3小时, 09:00-18:00(1月1日-12月31日周一-周日), 四川省凉山州西昌市海滨中路92号（近琼海公园）
11630, 33647468, 邛海国家湿地公园, 26, ,, 0834-3950716, , , 09:00-18:00(1月1日-12月31日周一-周日), 四川省凉山彝族自治州西昌市032乡道附近
11630, 7693417, 西昌古城, 69, 古城遗迹的精华所在，晚上登上大通门可以俯瞰周边夜景,--由于历史的发展，西昌古城只留下不多的残垣遗迹。这座有着2000多年历史的古城只占据着西昌城的东北角，三座城门是它显著的标志，而大通门是西昌古城最后的印记。--如果晚上去，可登上大通门俯瞰周边夜景，非常漂亮，大通门旁边的市场也可以买很多东西，热闹非凡。, , , 1-3小时, 全天(1月1日-12月31日周一-周日)09:00-17:30(大通门)，19:00-21:30(大通门)(1月1日-12月31日周一-周日), 四川省凉山彝族自治州西昌市涌泉街
11630, 5429943, 小渔村, 130, 体验朴实自然的渔家民俗，品尝邛海海鲜,--小渔村景区位于邛海北岸，在这里可以隔湖观赏对岸的泸山景区和邛海公园，向西北可观赏城市湿地景观。--整个景区以展现农家风情、渔家乐趣的朴实自然的民俗景观，同时融入现代时尚自然人文景观为特色。--景区分为出入口广场区、儿童嬉戏园、农家乐园、滨海广场、芳菲坪、渔家风情园、跑马场和自助野营区八大景观区域。--在小渔村的中心区域有很多街道式农家乐，在这里尽可品尝邛海海鲜，诸如炒田螺、醉海虾、烤海鱼。, , , 3小时以上, 全天(1月1日-12月31日周一-周日), 四川省凉山彝族自治州西昌市(邛海东北侧)
17315, 5423890, 牛背山, 360, 能看到气势磅礴的雪山、云海、佛光，被称为“中国最大的观景平台”,牛背山因山顶悬崖有巨石突出酷似牛头，山脊细长貌似牛背而得名，被称为“中国最大观景台”。牛背山的云海，浓密而均匀，壮阔而平缓，随处可见的瀑布云犹如阿凡达中“哈利路雅山”，让人感觉踏步于空中。站在山顶不仅能观赏到蜀山之王的全貌，峨眉山、四姑娘山和二郎山等天府之国名山峻岭尽收眼底，运气好的话还能看到日照金山。牛背山上的住宿还算方便，有很多藏族人搭建的大帐篷可以住宿，山上条件相对恶劣。出发去牛背山前，一定要提前咨询客栈是否能开车上山，如果遇上山顶积雪路面结冰问题，车在“云海人家”就会停止，需徒步2-3小时上山。, , http://www.yjnbs.com/, 1天, 全天(1月1日-12月31日周一-周日), 四川省雅安市荥经县
17315, 2550422, 四人同, 210, 牛背山对面的一个山头，继牛背山之后又一个摄影圣地,四人同是牛背山对面的一个山头，这里地形既平缓开阔，又登高望远。这里是继牛背山之后又一个摄影圣地、观景平台，但却鲜为人知。四人同相比牛背山毫不逊色，甚至可以说，牛背山拥有的，四人同都有。, , , 1天, 全天(1月1日-12月31日周一-周日), 四川省雅安市荥经县
10462, 11657, 毕棚沟风景区, 671, 徒步爱好者的净土，国内非常知名的红叶观赏圣地。,东连卧龙自然保护区，南接四姑娘山风景区；与四姑娘山、卧龙共同构成“大熊猫走廊世界遗产地”。景区拥有自然景点82个，象璀璨的珍珠般镶嵌在毕棚沟的六个分景区内。是一个集原生态景观博览、登山穿越、极地探险、滑雪滑冰、休闲度假于一体的大型原生态旅游风景区。, 0837-6824845;0837-6824901, http://www.bipenggou.net/, 1天, 08:30-18:00；停止售票时间:15:00(1月1日-12月31日周一-周日), 四川省阿坝藏族羌族自治州理县朴头镇庄房村88号
10462, 6920063, 毕棚沟滑雪场, 22, ,毕棚沟滑雪场位于毕棚沟景区内，是成都周边优质的滑雪场之一，交通便利，深受当地民众的喜爱和推荐。雪场内有一条雪道，坡度低缓，适合初学者练习，且不会有其他大型雪场人员拥挤不堪的情况，雪场内还有专门的教学人员和服务人员。滑雪场雪质良好，经营规范，还有丰富的玩雪项目可供体验，在这里还能够一览冬日毕棚沟的原始森林、湿地草甸、高原湖泊、雪山冰川等奇观异景，领略独特的藏羌风情。毕棚沟滑雪场详细攻略, 0837-6824845, , , 12月16日-次年3月9日8:30-17:00，15:00停止入场；3月10日-12月15日暂停营业；具体营业时间以景区公示为准。, 四川省阿坝藏族羌族自治州理县毕棚沟景区
10462, 10771659, 半脊峰, 10, ,, 0837-6824845;0837-6824901, , , 无需门票。包含在毕棚沟门票内。, 四川省阿坝藏族羌族自治州理县毕棚沟景区深处
10462, 33639648, 月亮湾, 3, ,, 0837-6824845;0837-6824901, , , 8:30-17:30，15:00停止售票。, 四川省阿坝藏族羌族自治州理县朴头乡毕棚沟内
14727, 15408, 折多山, 1233, 山路弯曲，翻过折多山后才是真正的藏区。,折多山被称为“康巴第一关”，因自二郎山隧道贯通后，折多山便成了川藏线上的第一座具有挑战性的高山。折多山是重要的地理分界线，过了折多山后才算是进入真正意义上的藏区。折多山的盘山公路是名副其实的“九曲十八弯”，遇下坡路段一定要注意减速慢行，避免发生意外。318国道在这里穿过了4298米的垭口后一路下行就进入了摄影家的天堂——新都桥。, 028-85316020, , 3小时以上, 全天, 四川省甘孜藏族自治州康定市折多山
14727, 6018048, 塔公草原, 779, 距康定最近的一个纯牧区草原，可看热闹的赛马会,这是距康定最近的一个纯牧区草原，每年6月下旬至8月初，是塔公草原最美丽，最热闹的季节，幸运的话还能赶上盛大的传统赛马会。有些人认为这就是个草坝子，意思不大，但在摄影者的眼中，这是一处令人惊喜的取景地。塔公沿路野花尽享盛放，绿茵茵的草地上偶尔有白底蓝色图案的账蓬随意地支着，可能还会有牦牛、马或羊等悠闲吃草的身影闯进视野里，你的心情也会变得明朗而随意起来。塔公寺是塔公草原的重要组成部分，寺后面有三座山脉，山上有嘛尼经幡组成的三角形或四方形的众多旗阵，在风中招展，密密麻麻，尽管各种色彩在风雨中已丧失了曾经的艳丽，但不影响藏民的虔诚。据说经幡是由风读经于佛祖之耳。那是藏传佛教宗事部三怙山的三座神山。, , , 3小时以上, 全天(1月1日-12月31日周一-周日), 四川省甘孜藏族自治州康定市塔公乡政府北侧
14727, 7894503, 十里长廊, 218, 藏族村落依山傍水，牦牛和羊群点缀其间,新都桥海拔约3300米，并没有突出的标志性景观，沿线10余公里被称为“摄影家走廊”。川藏线南北分叉路口，北通甘孜、南接理塘，是从西藏通往康定的必经之路。一个个典型的藏族村落依山傍水地散布在公路两旁，牦牛和羊群点缀其间，生动闲适。, , , 1小时以下, 全天, 四川省甘孜州康定县新都桥镇
14727, 2680611, 墨石公园景区, 83, ,中国八美地质公园景区位于四川省甘孜州道孚八美镇，地处中国最美景观大道318国道核心区，紧邻丹巴美人谷、康定新都桥、雅江康巴汉子村等知名景区，是香格里拉之巅海螺沟通向香格里拉之魂之魂稻城亚丁的中转站，拥有壮美草原、婉约湿地、奇幻墨石、特色民居、高原花海、金色彩秋、白塔圣寺、日出日落八大奇观。“春赏格桑夏避暑，秋观彩林冬踏雪"是一年四季风光的特色，而绵延在鲜水河断裂带上的墨石天然景观更为世人向往，被誉为“中国最美景观大道第八美”。, 0836-7155958, , 1天, 08:00-18:00(旺季)(03月15日-10月20日周一-周日)09:00-17:00(淡季)(10月21日-次年03月14日周一-周日), 四川省甘孜藏族自治州道孚县215省道旁
14727, 6447626, 惠远寺, 59, 是目前藏区等级最高的一座寺庙；每年6或11月，会举行大型节日。,这一雅拉雪山下的莲花古刹，为藏传佛教格鲁派寺庙，是目前藏区等级最高的一座寺庙。每天都能看到藏民绕着转经筒按顺时针方向走圈，虔诚地朝拜祈佛；还有喇嘛在打坐诵经颂佛。此刻你要做的不是拍照，而是静静地走开或呆在某一处，切勿叨扰。若时间较赶，可站在省道303公路上远眺。该寺现收藏有各种贵重文物多件，寺庙每年为种种祭祀活动念经245天，大的法会有正月的“默朗钦布”，六月的“亚却”和十一月的“安却”。每逢法会，各地的信徒都前来朝拜、颂经，热闹非凡。, 0836-7255811, , 1-3小时, 全天(1月1日-12月31日周一-周日), 四川省甘孜藏族自治州道孚县协德乡境内
