id, name, img, num_people, detail
14754, 凉山, http:\/\/p1-q.mafengwo.net\/s7\/M00\/BB\/BA\/wKgB6lSo2tOAdF_yAAaXIAtEsf0149.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 2220, 凉山彝族自治州位于四川省西南部，东南与云南省隔金沙江相望，州府西昌市位于成昆铁路中段，自古以来就是通往云南和东南亚的“南方丝绸之路”的重镇。西昌还素有“月城”之雅称，西昌卫星发射中心所在地，是闻名中外的航天城。境内有汉、彝、藏、蒙古、纳西等10多个世居民族，是我国最大的彝族聚居区。这里冬无严寒，夏无酷暑，四季如春，享有“万紫千红花不谢，冬暖夏凉四时春”之誉。境内具有浓郁的民族特点和地区特点、民俗风情古朴而丰富多彩，如，独具特色的彝族民风、民俗和泸沽湖畔摩梭人的"走婚"习俗。旅游资源丰富，有泸沽湖、螺髻山、西昌古城、邛海大风顶自然保护区、雷波马湖风景区、会理古城等旅游景点。
19312, 彭州, http:\/\/p1-q.mafengwo.net\/s7\/M00\/97\/B3\/wKgB6lSjZ-yAMGcBAAhTeBw8uGg035.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1331, 彭州市位于四川省会成都西北部，有着悠久的历史文明，素有“天府金盆”、“蜀汉名区”之美誉，自然地理人文风物独具特色。“牡丹故乡、避暑天堂、五教汇聚、地质奇观”让彭州成为了旅游胜地，5·12地震不但没有摧毁彭州，更使其发展为了以白鹿中法传统风情小镇、海窝子明清仿古小镇、寿阳泉川西民院落等为代表的新兴旅游地区。
14238, 遂宁, http:\/\/p1-q.mafengwo.net\/s9\/M00\/F0\/D8\/wKgBs1Zf986AKUzsAAML6t8uEkc44.jpeg?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 3140, 遂宁是中国著名的观音文化之乡，素有“小成都”、“东川巨邑”、“川中重镇”、“西部水都”之称。遂宁境内旅游资源丰富，有广德寺（国家4A级景区）、灵泉寺（国家4A级景区）、中国死海旅游度假区（国家4A级景区）、国家地质公园（国家4A级景区）。其他景点还包括宋朝青瓷博物馆、陈子昂故里——金华山景区。
64481, 黑水, http:\/\/b1-q.mafengwo.net\/s7\/M00\/F9\/CB\/wKgB6lSpHSKAVmU9AAjOj6kone8047.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1337, 黑水县位于四川省西北部，阿坝州中部，平均海拔3544米，县城海拔：2350米，旅游资源十分丰富。卡龙沟风景区内钙华飞瀑、温泉流水溶洞石钟乳绚丽多姿；奶子沟彩林被誉为中国罕见的“八十里画廊”；达古冰川是神秘多姿的现代冰川，挑战自我极限；巍峨屹立的三奥雪山，热水塘温泉等自然景观；还有唐朝摩崖造像、明清时期的石刻石碑、记忆着旧时土司权倾一方与农奴血泪的芦花官寨、红军长征史迹等人文景观和浓郁的藏羌民族文化风情及神秘的宗教文化等旅游资源。
16216, 大邑, http:\/\/b1-q.mafengwo.net\/s7\/M00\/9F\/CC\/wKgB6lSjbuyAUL97AAoXBTkMwyo939.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1584, 大邑县位于成都平原西部，境内有国家级风景名胜区——西岭雪山，是成都第一峰，山顶有终年不化的积雪，在阳光照射下，洁白晶莹，银光闪闪，颇为状观，是东方的阿尔卑斯；山上的花水湾温泉，冬暖夏凉，吸引了不好游客，正所谓“早晨爬西岭雪山，晚上泡花水湾温泉”；还有道教发源地鹤鸣山、佛教圣地雾中山、高堂寺风景名胜区、新场古镇、赵云墓等景点也是值得一一游览。
14767, 黄龙溪, http:\/\/p1-q.mafengwo.net\/s7\/M00\/92\/97\/wKgB6lSjYt-AHfCeAAjH3Mdw5hs172.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1278, 黄龙溪位于成都平原南部，距成都市区40公里，距双流县城35公里，是以旅游业为龙头，农业为基础的旅游型城镇，是成都市郊区新的旅游热点，是以旅游业为主，商贸服务业为辅的旅游型山水小城镇。被誉为中国民间艺术火龙之乡、国家级小城镇建设试点镇、国家级小城镇经济综合开发示范镇、四川省首批历史文化名镇、四川省省级风景名胜区、成都市旅游重点镇。黄龙溪位于成都双流县西南部府河、鹿溪河交汇处；是一个风景优美、历史悠久并拥有浓厚文化底蕴的川西水上古镇，有着丰富的自然景观资源和人文旅游资源。
15274, 巴中, http:\/\/b1-q.mafengwo.net\/s7\/M00\/EA\/EB\/wKgB6lSpCEyAeRJhAAgcG8N4Igc415.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1828, 巴中市，位于四川盆地东北部，川东北中心城市。巴中自然风光优美，北方的雄伟壮观与南方的秀美温婉在这里完美的融合，素有 “川东北氧吧”之称。巴中也是著名红色革命老区，有全国最大的红军烈士陵园和邓小平、江泽民等党和国家领导人亲笔题词的“川陕革命根据地博物馆。巴中境内旅游资源丰富，拥有光雾山、诺水河、米仓山、恩阳古镇、南龛石窟、红四方面军总指挥部旧址纪念馆、空山国家森林公园等多处景区。
18415, 松潘, http:\/\/p1-q.mafengwo.net\/s7\/M00\/F4\/C3\/wKgB6lSjuFiAenOCAAdaQ8T1QBM113.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1789, 松潘是我国古代地处边陲的军事重镇，是内地与西羌吐蕃茶马互市的集散地，有“高原古城”之称。东接平武县，南邻茂县，东南与北川县相邻，西及西南紧靠红原县、黑水县，北与九寨沟县、若尔盖县接壤。这里的自然风光十分美丽，夏秋季节来到此地，可欣赏到如仙境般的绝美景色。
153088, 达瓦更扎, http:\/\/b1-q.mafengwo.net\/s8\/M00\/C5\/78\/wKgBpVWiB9aAcDBoAAJ1kIQxrIY84.jpeg?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1012, 达瓦更扎位于四川省宝兴县硗碛藏族乡嘎日村境内，达瓦更扎（为嘉绒藏语，意为“美丽的神山”）。此地海拔约3900米左右，面积近200平方公里，属于邛崃山脉，地势北高南低。在四川省雅安市、甘孜州以及阿坝州的交界处。宝兴县嘎日村为帮助当地藏民发展牧业修建的一条24公里的“通天路”已经建成通车。该路尽头地势陡险，视野开阔，既可环顾北面的四姑娘山、南面的帕格拉神山、西面的贡嘎群峰等名山，也可观赏云瀑、草甸、森林、湖泊、峡谷、藏寨等各类景观。
12427, 北川, http:\/\/b1-q.mafengwo.net\/s7\/M00\/A4\/89\/wKgB6lSovCKAOQVxAAhDfr10tP0409.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 2694, 北川县位于四川盆地西北部，四季如画，空气清新，全境皆山，峰峦起伏，沟壑纵横，民俗独特，旅游资源十分丰富。以全球同纬度地区生态环境保存最完整的小寨子沟、千佛山、片口自然保护区为代表的自然生态旅游开发区；以禹里为中心，方圆数公里的大禹故里风景名胜区；以猿王洞险山自然风景区为代表的川西北最大溶洞群；还有明代所建的古城堡遗址永平堡，及浓郁的羌族文化风情，组成了丰富的旅游资源。
64474, 茂县, http:\/\/n1-q.mafengwo.net\/s7\/M00\/65\/CF\/wKgB6lSp-_SAEL1ZAAcQvJUy4No778.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1319, 茂县位于阿坝东南部，境内高山耸峙、峰峦叠嶂、河谷深邃、悬崖壁立，有“峭峰插汉多阴谷”之称。茂县是重要的交通枢纽地，同时也是途经“九环线西线”前往世界自然遗产九寨沟、黄龙的必经之地。茂县是我国最大的羌民族聚居地，文化底蕴很厚，县城内有羌族博物馆。旅游资源丰富，有以“羌乡古寨”为代表的国家4A级景区；有省级风景名胜区叠溪·松坪沟和九鼎山——文镇沟大峡谷，有世界上保护较为完整的叠溪地震遗址，有黑虎羌寨碉楼群和营盘山新石器时代文化遗址，有宝鼎沟国家自然保护区和土地岭国家森林公园。此外，还有九鼎山高山滑雪场、羌城、黑虎羌寨等新的旅游景点。
44453, 内江, http:\/\/n1-q.mafengwo.net\/s7\/M00\/6F\/F0\/wKgB6lSqCXuAZFQaAAhKfcilRLw726.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 2456, 内江市位于四川省东南部，沱江下游中段，东邻重庆，南界泸州，西接自贡，西北连眉山市，北与资阳市相邻。是重要棉、蔗产区和蔗糖工业中心，素有“甜城”之称。内江市是著名国画家张大千的故乡，现在市内有为纪念张大千而建的大千园。此外，市内还有白云山，圣水寺，静安寺，资中古街，白牛寨森林公园等人文自然景观。在内江还可以品尝到大千鸡块、内江牛肉面、王记牛肉干、甜城蜜饯等特色美食。
14946, 红原, http:\/\/p1-q.mafengwo.net\/s7\/M00\/9B\/A5\/wKgB6lSjaziAJLTTAAVDTjOxcIU974.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1430, 红原县位于四川马尔康自治州的中部，是当年中国工农红军长征经过的雪山草地，因此被称为红原。红原县境内草原辽阔，水草丰茂，矿藏、森林极为丰富。红原的特色自然景观一为草原湿地，二为雪山、森林湿地景观，牧歌、帐篷、牛羊星罗棋布，美不胜收的人间天堂。
21831, 广安, http:\/\/p1-q.mafengwo.net\/s7\/M00\/A6\/9A\/wKgB6lSovo-AR4SnAAnlJ_9Kpbk168.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 2313, 广安市位于四川东部，是改革开放和社会主义现代化建设总设计师邓小平的故乡，有“川东门户”之称。 广安旅游资源丰富独特，为旅游业的发展提供了可靠的依托。几千年文化积淀形成的历史遗迹，喀斯特自然地貌造就的奇山异水，多姿多彩，神奇迷人。此外广安还有丰富的历史和人文景观。邓小平故居及相关遗迹，中国十大考古发现之一、国家重点文物保护单位南宋安丙族属墓群，国八大佛教胜地之一，华蓥山等。
15981, 剑阁, http:\/\/n1-q.mafengwo.net\/s7\/M00\/F0\/48\/wKgB6lSpDsKAGoLoAAnUkWYZAYg804.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1917, 剑阁县位于四川盆地北缘，地处川、陕、甘三省结合部，古称剑门，为秦蜀要冲，因诸葛亮在剑门关凌空凿石修建飞梁阁道而得名，素有“蜀北屏障、两川咽喉”之称。李白《蜀道难》中用“剑阁峥嵘而崔嵬，一夫当关，万夫莫开”来表述剑门的天险。境内有国家4A级风景名胜区，剑阁景区，还有迄今为止最古老保存最完好的古代道路交通系统，被誉为“世界第一古道“的翠云廊景区，姜维石像，觉苑寺等。
21261, 米亚罗, http:\/\/p1-q.mafengwo.net\/s7\/M00\/95\/1A\/wKgB6lSoqd6AZ7AeAAkbVzpcymk354.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1602, 米亚罗，藏语译为“好玩的坝子”，风景区地处于四川理县，全景区东西长127公里，境内群山连绵，峡谷幽深，林海浩瀚，空气清新，浓厚的历史积淀和神秘的峡谷风情，境内杂谷脑河串起来的米亚罗红叶、古尔沟温泉、鹧鸪山雪景、毕棚沟、龙胆沟瀑布、羌村藏寨、佛教寺庙等景观，是一个非常值得一游的地方。
29378, 莫斯卡, http:\/\/b1-q.mafengwo.net\/s7\/M00\/95\/DD\/wKgB6lSoqpmASbCuAAksoTbcPaY992.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1129, 莫斯卡村位于四川甘孜藏族自治州东部丹巴县境内，距县城100余公里。在四川丹巴金龙大雪山旁，为横断山脉峡谷地带，是横跨甘孜、阿坝两州，涉及道孚、金川、丹巴三县的高原牧场。莫斯卡村被三座神山环抱，集雪山、森林、草原、冰河、海子为一体，生活在这里的牧民，沿着祖辈最自然、最古老的生活方式，过着与世隔绝、诗意般的生活。这里的自然风景十分美丽，让人仿佛身处于梦幻般的世界中，因此也有人称这里是”被遗落的天堂“。
63021, 双流, http:\/\/b1-q.mafengwo.net\/s7\/M00\/60\/30\/wKgB6lSp9IKACIbwAAr9qSYLHXY092.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1348, 双流位于成都市西南郊，距成都16公里，境内有汉广都遗址、卧云寺、金华庵等文物古迹，除估计外，黄龙溪古镇、紫湖公园、棠湖公园、明水寺、万柏、古佛堰等名胜也是难得一见的美景。黄龙溪位于双流县东南，距成都47公里，属四川历史文化古镇和市级旅游风景名胜区，不仅风光秀丽，环境优美，还具有典型川西小镇的风格，吸引了不少电影和电视摄影组到镇拍片，素有“影视城”、“中国好莱坞”之称，双流县城边有棠湖公园，被誉为川西园林中一颗璀烂的明珠。
34802, 崇州, http:\/\/b1-q.mafengwo.net\/s7\/M00\/F1\/43\/wKgB6lSpEFWAAGQvAAWhqlS582I241.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1422, 有“蜀中之蜀”、“蜀门重镇”之称的崇州位于天府之国的腹心，属四川省成都市。资源丰富，美丽富饶，风景迷人，历史悠久，是老子思想的创立发扬地。崇州还形成了以森林文化、熊猫文化、龙文化为主的雪山森林、湖光山色游览区，真是一座极富盛名的魅力之城啊。
21832, 达州, http:\/\/p1-q.mafengwo.net\/s7\/M00\/FC\/E9\/wKgB6lSpIgCALmqTAAYLgSHKW9k971.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1935, 达州市是四川省的一个地级市，达州历史悠久，人杰地灵。位于四川东北部，大巴山南麓。是四川省的人口大市、农业大市、工业重镇，有“川东明珠”之誉。达州市的名山大川、河湖风光、花草树木、飞禽走兽等，自然景色绚丽多姿，被明代著名地理学家徐霞客赞为“西南奇胜”。达州市历史悠久，庙宇古塔，石刻雕塑遍布全境；历代能工巧匠、文人墨客，留下了大量文物古迹。革命文物亦为丰富。
15984, 邛海, http:\/\/p1-q.mafengwo.net\/s7\/M00\/E6\/5F\/wKgB6lSjrSOAUqOgAAVRY_TDnkU810.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1335, 邛海，位于四川省凉山彝族自治州西昌市，属于断陷湖，是四川省第二大淡水湖，是四川省十大风景名胜区之一。邛海不仅景色秀美，还有众多民间传说，更烘托出它的神秘和美丽。意大利著名旅行家马可.波罗在他的《马可.波罗游记》中写道：“碧水秀色，草茂鱼丰，珍珠硕大，美不胜收，其气候与恬静远胜地中海，真是东方之珠啊。”
11719, 巴塘, http:\/\/b1-q.mafengwo.net\/s7\/M00\/C5\/8B\/wKgB6lSo5GyAHSmxAAgwi0ibuv0149.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1851, 巴塘县地处川西北丘养高原山区，旅游资源丰富。巴塘县境内有规模密度在我国是独一无二的海子山，平均海拔4500米，最高峰果银日则海拔为5020米，共有1145个大小海子；而峭壁嶙峋、山岩裸露的扎金甲博神山上怪石林立、形态万千，独特的风貌使它在多山的高原仍是那般出众，让人流连忘返；巴塘弦子历史悠久，人们绕圆而舞，长袖飘飞，女子蜻蜓点水，逍遥自在，男子刚健有力，激烈奔放。
36836, 金川, http:\/\/n1-q.mafengwo.net\/s9\/M00\/D3\/9B\/wKgBs1bD5yGAd9kIAAOsKyuvWWw97.jpeg?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1374, 金川县地处青藏高原东部边缘，与马尔康、小金、壤塘、道孚、丹巴相邻，是阿坝州连接甘孜州和四川进出青海的重要通道。金川县气候宜人、物产丰富，被誉为阿坝水能第一县、阿坝 “新江南”、中国 “雪梨之乡”。金川县自然、人文景观丰富。有“雪域高原第一碑”御制平定金川勒铭噶喇依之碑；有清代四大皇庙之一的广法寺；有高49.5米的“中国碉王”－－关碉；有“拉萨第二”之称的土基钦波观音庙佛教圣地等。每到春季的时候，境内的梨花开放，整个县城会成为一个花海，十分美丽。
46641, 汉源, http:\/\/p1-q.mafengwo.net\/s7\/M00\/ED\/EA\/wKgB6lSjsyKAPBHUAAW6ZACL5c8806.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1130, 汉源，位于四川省雅安市，有“中国花椒之乡”之称，气候独特、资源丰富，历史悠久、文化灿烂。汉源是“南方丝绸之路”、“茶马古道”的要道，"古牦牛道"记叙着"南方丝绸之路"的悠悠岁月；太平天国、辛亥革命、万里长征，曾在这里写下可歌可泣的壮丽诗篇，景色迷人，文化底蕴丰厚。
63005, 九龙, http:\/\/p1-q.mafengwo.net\/s7\/M00\/FB\/09\/wKgB6lSpHuqAJwf8AAb3vCTlDBs455.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1495, 九龙县地处攀西平原与青藏高原的过渡地带，有“一山分四季，十里不同天”之说。境内山川秀丽，景色迷人。从地理、自然、经济和社会全方位概括，具有以下五个之“最”。—是中国西部自然特征最为明显的县份之一；二是中国西部民俗文化最为独特的县份之一；三是中国西部生态资源最为富集的县份之一；四是中国西部生态系统保存最为完好的县份之一；五是中国藏区地理环境、战略地位最为突出的县份之一。
16463, 犍为, http:\/\/p1-q.mafengwo.net\/s7\/M00\/D7\/D4\/wKgB6lSjolqACivSAAr8FlFLsTk893.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1113, 犍为县隶属四川省乐山市，是乐山市第一大县，当地四季分明，气候宜人，冬暖夏凉。犍为是一个节奏缓慢的地方，漫步其中，不胜惬意，其中嘉阳小火车、罗城古镇、犍为文庙、同兴桫椤湖、茉莉花基地等是非常出彩的景点，除此之外，犍为颇具特色的民风民俗和风土人情也是一大亮点。
14769, 洛带古镇, http:\/\/p1-q.mafengwo.net\/s7\/M00\/A6\/77\/wKgB6lSjdbeAWuYVAAZYtB3bXsw069.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1217, 洛带古镇位于成都市龙泉镇北10公里，坐落在龙泉山脉中段的二峨山麓，建于三国蜀汉时期，传说因蜀汉后主刘禅的玉带落入镇旁的八角井中而得名。镇上居民客家人占9成，故有中国西部客家第一镇之称。洛带古镇文化底蕴非常厚重，镇内千年老街、客家民居保存完好，老街呈“一街七巷子” 格局，空间变化丰富；街道两边商铺林立，属典型的明清建筑风格。可以说，洛带古镇就是一部浓缩了的客家移民史，极具历史、建筑、文化、科学价值。
20910, 柳江古镇, http:\/\/n1-q.mafengwo.net\/s7\/M00\/DE\/70\/wKgB6lSjp_CAZGi4AAhcFla4lFc706.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1128, 柳江古镇，位于四川省眉山市洪雅县城西南35公里花溪河支流柳江两岸，这里有川西风情吊脚楼、中西合壁曾家园、访古寻悠水码头、亲水临河古栈道、百年民居汇老街，还有圣母山碑林、世界第一大睡观音、108棵千年古树等特色景观。柳江被称作“烟雨柳江”，古镇伴着淅沥的小雨、朦胧的灯火，让人仿佛置身于世外桃源。
15983, 马尔康, http:\/\/p1-q.mafengwo.net\/s7\/M00\/A7\/8C\/wKgB6lSowEWATxIcAAhCj1f9FcI872.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1194, 马尔康，藏语意为“火苗旺盛的地方”，位于四川阿坝州，群山连绵，沟谷险峻，北临红原大草原，南接卧龙大熊猫自然保护区。卓克基嘉绒藏族文化旅游景区背靠着山，前面临河，景色秀丽，区内的卓克基土司官寨是国家重点文物保护单位。由于马尔康位于藏民族嘉绒地区的腹心地带，长期的民族融合，在这里你可以感受马尔康带来的独特的嘉绒藏族风土人情。
28991, 什邡, http:\/\/b1-q.mafengwo.net\/s7\/M00\/67\/85\/wKgB6lSp_g-AGSv0AARhgkB0UW0324.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1417, 什邡市是四川省德阳市的一个县级市。位于四川腹心地带成都平原，南距成都市主城区40余公里，以其资源丰富、环境优越，素有“川西明珠”的美誉，也是四川省内的经济强县。公元前221年建县至今，已有2400多年历史，是四川省历史文化名城。曾因大禹的足迹而享有“禹迹仙乡”之美誉，秦代著名水利学家李冰曾在此治水并仙逝于此。什邡还是佛教南禅八祖马道一的故里，汉代名将雍齿的受封之地。此外，什邡市内还有众多自然景观，省级名胜—蓥华山，2以及53平方公里的原始森林等。
66245, 荥经, http:\/\/n1-q.mafengwo.net\/s6\/M00\/77\/BA\/wKgB4lN7HDKAGcSvAAGGDReotVQ62.jpeg?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1400, 荥经，古称严道，是四川省雅安市下辖的一个县。是古代南方丝绸之路重镇和茶马古道的重要驿站。位于四川盆地西部边缘，北望成都，南通云贵，东邻峨眉，西连康巴。荥经县自然资源丰富，森林覆盖率高，美丽的原始森林风光，素有“天然氧吧”之美称。荥经还有“世界鸽子花之都”的美誉。境内旅游资源丰富，最著名的景点是牛背山。牛背山视野开阔，云海壮丽，被誉为“中国最大的观景平台”是绝佳的摄影圣地。牛背山的云海，浓密而均匀，壮阔而平缓，随处可见的瀑布云犹如阿凡达中“哈利路雅山”一般让人感觉踏步于空中。是最受徒步爱好者或是摄影发烧友欢迎的景点之一。
15979, 安仁古镇, http:\/\/p1-q.mafengwo.net\/s7\/M00\/8F\/57\/wKgB6lSoonKAFZ4YAAaS2_JJZSU623.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1321, 安仁古镇始建于唐朝，现存的旧式街坊建筑多建于清末民初时期，尤以民国年间刘氏家族鼎盛时期的建筑最多，小镇号称“川西建筑文化精品”。目前安仁保存比较完整的历史街区及庄园住宅古建筑群面积约30万平方米，有保存民清时期的刘氏庄园群、刘湘公馆等古公馆27座；有红星街、树人街、裕民街三条古街；小洋楼（原公益协进社址）、安仁中学（原文彩中学）、钟楼等。普罗旺斯薰衣草庄园、蓝莓基地也吸引了无数游客前往。
11610, 川北, http:\/\/n1-q.mafengwo.net\/s9\/M00\/3E\/58\/wKgBs1cZlWSATEXnAAGvnajAjMQ56.jpeg?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1041, 川北，即四川省北部地区。包括川北中心城市南充市以及广元、遂宁、德阳三市全部，巴中市西部，南充市南部县、阆中市，成都市金堂县、青白江区，阿坝州东部（松潘、九寨沟）一带以及重庆市潼南县。
13816, 平乐古镇, http:\/\/b1-q.mafengwo.net\/s7\/M00\/A9\/9E\/wKgB6lSjeHOAfNRxAAiHAQmYMbI948.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1537, 平乐古镇位于四川省成都邛崃市境内，是全国历史文化名镇，以"秦汉文化-川西水乡"风情著称，有"一平二固三夹关"的美誉。它以镇区古朴的街区和原味淳朴的川西民风民俗而闻名。平乐古镇古镇区内，老榕树、白沫江、沿江而建的吊脚、青石铺成的街道、一望无涯的竹海，鳞次栉比的清明古建筑，演绎着中国丰厚而灿烂的历史文明。古镇外，芦沟、金华山、花楸山和秦汉古驿道等无一不充满着山水田园情怀。
26923, 郫都区, http:\/\/b1-q.mafengwo.net\/s7\/M00\/72\/AA\/wKgB6lPt1QyARFGRAAeVUb57W4g78.jpeg?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1467, 郫县，地处川西平原腹心地带，四川省成都市下辖的一个县，是通往世界著名风景名胜区都江堰、青城山、黄龙和九寨沟的必经之路。因“杜宇化鹃”的美丽传说，郫县又称鹃城。郫县旅游资源众多，山清水秀，人杰地灵，还有深厚的文化底蕴。境内有望丛祠、杜鹃城遗址、古城遗址、扬雄墓、子云亭墓等名胜古迹。
18173, 洪雅, http:\/\/n1-q.mafengwo.net\/s7\/M00\/F2\/70\/wKgB6lSpEaWAbs2DAAdTwv5gTr4354.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1052, 洪雅位于四川盆地西南，是生态大县，素有“七山二水一分田”的美誉，境内拥有瓦屋山、七里坪、柳江古镇、槽渔滩四大景区，是四川省重要的生态、休闲、度假旅游胜地。位于洪雅县城南20公里处的八面山，名胜古迹随处可见，主要有苟王寨和尖峰古城。
63461, 宝兴, http:\/\/b1-q.mafengwo.net\/s7\/M00\/8D\/E2\/wKgB6lSqLYiAKKYsAArG4KxmG3Q728.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1041, 宝兴县位于四川西部，雅安市北部，夹金山下，1869年法国传教士阿尔芒·戴维德在盐井乡蜂桶寨自然保护区邓池沟发现大熊猫，是四川西部大熊猫生态旅游环线上的重要节点。境内有蜂桶寨国家级大熊猫自然生态保护区及夹金山国家森林公园；有宛如世外桃源、可观“春花、夏林、秋叶、冬雪”且有“八月桂花四月开”奇异景观的赶羊沟；有戴维制作“动物活化石”大熊猫、“植物活化石”珙桐、“昆虫活化石”达维两栖甲标本的场所，是生态休闲避暑度假的旅游胜地。
24438, 广汉, http:\/\/p1-q.mafengwo.net\/s7\/M00\/F3\/42\/wKgB6lSpEs-Ab9YaAAsikh89NSA541.png?imageMogr2%2Fthumbnail%2F%21320x200r%2Fgravity%2FCenter%2Fcrop%2F%21320x200%2Fquality%2F90, 1181, 有“成都后花园”之称的广义市位于“天府之国”成都平原腹心地带，地势平坦，气候温和宜人，土地肥沃，河流纵横，风光旖旎。自然资源丰富，旅游业发达，人才辈出，是一座熠熠生辉的城市，散发着夺目的光彩。广汉市位于“天府之国”成都平原腹心地带，北临德阳市区17公里，南距成都市区23公里，自古有“蜀省之要衢，通京之孔道”之说。境内地势平坦，气候温和，河流纵横，土地肥沃，市容整洁，风光秀丽，被誉为“成都的后花园”。广汉是“四川省经济综合实力十强县”之一，也是成都都市圈、成绵乐经济带，成都半小时经济圈重要组成部分，经济以工业为主，第三产业蓬勃发展。
